 2.09411265223175959704E+01  6.02516144480935711414E+00
 2.70211951625078299344E+01  2.69787027383277999704E+00
 3.81681316984346139520E+01  7.38814742206194008389E+00
 1.04492374180901705927E+01  2.13642492461786623892E+01
 2.42286066885371553781E+01  4.02324522176021748265E+00
 3.24418987814509094392E+01  5.87214792345330227619E+00
 2.24874414443866150748E+01  5.95012271862193387051E+00
 3.73936529662130467955E+01  7.40457126115953023771E+00
 3.76802666202981484389E+01  9.64912869855590926704E+00
 1.44899375494562399069E+01  2.17408867993125483054E+01
 3.60087543799849711945E+01  9.03128446849348165415E+00
 3.49065690643236052892E+01  7.08411359096071269192E+00
 3.92302673254599554298E+01  1.01991300880372062210E+01
 4.38332471030189552152E+00  2.18782073582085665464E+01
 2.46995523935946899030E+01  2.93514612823350340420E+00
 4.10664966865553893172E+01  1.23707089062137249869E+01
 3.81323578668673803804E+01  1.50177668797685477386E+01
 2.05097685033638903462E+01  7.67084486142878585468E+00
 3.27401047538664826675E+01  4.80061284797243548184E+00
 2.01749610091729074668E+01  1.14663705836540170679E+01
 2.69847143965225413353E+01  6.60413934092460230829E+00
 1.93308453295487012724E+01  8.91737926017816562307E+00
 3.89203532668694833774E+01  1.89058814229700757892E+01
 1.52695507304659763292E+01  1.79256285274609581393E+01
 2.28955990077658739779E+01  6.01898846708389534399E+00
 1.84705210591074404647E+01  1.23014866349721554428E+01
 3.94926036502466644151E+01  1.40441079104427419821E+01
 3.69853712029859238442E+01  9.65979996505662619199E+00
 8.25766310018078186772E+00  2.50074949250800102618E+01
 3.42969354055675026416E+01  5.35462216334245066918E+00
 3.28571547378563906250E+01  6.12716000407466498956E+00
 2.28898741762241115794E+01  5.01157093629612226948E+00
 2.54253305816838874875E+01  1.45402073660594712834E+01
 2.29685114916037562693E+01  3.90456385291609553434E+00
 1.60492413908988815763E+01  2.68867966846530457303E+01
 3.83219284009239657962E+01  6.64544392253756921463E+00
 3.92012556518746961842E+01  8.62767004150047434052E+00
 3.86257769987857813021E+01  1.06193257385025248141E+01
 3.92889760401214260810E+01  1.02367648921334684076E+01
 3.47303519734626462423E+01  9.15804352986318015439E+00
 4.21507925687081694832E+01  1.89434584036617934544E+01
 2.03206795198362115684E+01  6.91738393655518546410E+00
 2.44563172880955654875E+01  6.30112449914774508386E+00
 3.09500211586214533099E+01  4.46013079447825866453E+00
 3.94206864515923953718E+01  1.78267106286172634100E+01
 3.67864462993205592056E+01  5.43579685500778264640E+00
 2.45350765468714513418E+01  1.75767412526864852396E+01
 2.51825656969512934324E+01  3.94161261878305335671E+00
 1.57642276560244045669E+01  1.19221645413739203434E+01
 2.25678862012700198747E+00  2.09565359268077280319E+01
 2.70176700625228640718E+01  4.61841729334264972096E+00
 1.78890405059693371470E+01  2.62647084933011178975E+01
 2.11800722557903000620E+01  5.22971101416874439849E+00
 1.92246248882315278195E+01  1.24987786753251342020E+01
 3.90609947376243837880E+01  1.18413442650292637381E+01
 2.49282040047371005187E+01  2.00072547582152404644E+00
 2.22822372633870386949E+01  2.25457788106295247132E+01
 1.71760886302240258772E+01  2.44208959635182338843E+01
 1.67721252878689774946E+01  1.55252393857115222886E+01
 3.93840219391884645006E+01  1.10133833002295844494E+01
 3.07778086043354690560E+01  5.24766695944793504225E+00
 2.31713967528964879250E+01  4.30109754717620873521E+00
 2.45822295452230186186E+01  3.36305530890615145267E+00
 2.86825726097275577331E+01  3.64570045694815947357E+00
 3.23926006576718705787E+01  6.77694473358314652955E+00
 1.14064878768615347582E+01  2.22370381017119917999E+01
 1.65191459929287560726E+01  2.57695988189450773120E+01
 3.86086114824627486541E+01  1.07380391637728003218E+01
 2.20237359087737125662E+01  7.51642836514449896868E+00
 1.97677546232860201769E+01  9.08196523369771746559E+00
 2.79000789850860648755E+01  6.24777173944563291030E+00
 3.68133783083276000525E+01  5.16036175206178793218E+00
 3.66656030538841477551E+01  1.02853058126855749776E+01
 3.42987363627418488932E+01  6.53666886199413976755E+00
 2.22549783539198422488E+01  4.41090027384759508777E+00
 3.19561738407962181441E+01  5.42116247904977033301E+00
 3.64506075117284567000E+01  1.25295198824561690998E+01
 3.60428667505925233172E+01  9.56589253336761125013E+00
 3.87020208602985960056E+01  1.21357834777134563353E+01
 1.57663559887013633443E+01  1.73553466984236379744E+01
 1.27236286648481584649E+01  2.80127543022136435980E+01
 1.48940905287562799231E+01  1.61426045640146718085E+01
 3.71747718856154421019E+01  7.37666875182107428799E+00
 5.54399813091217019689E+00  2.40333141950224380423E+01
 2.39300937436920904133E+01  1.43219578485029082060E+01
 3.49522635873532507844E+01  7.97153102693998416584E+00
 2.33238197751407696501E+01  2.00062036960001989883E+01
 2.39467407511838175083E+01  5.29266030217255156742E+00
 1.88382446720149978603E+01  1.34611304853454747388E+01
 1.27937306075504100278E+01  2.08526407203585435468E+01
 3.96232323425607262379E+01  1.20495717122243846120E+01
 2.11630811750539393756E+00  1.92166268192709743801E+01
 3.01387234064399507361E+01  3.76217541507392860822E+00
 3.55900524419141390808E+01  7.59610374795791365443E+00
 2.27532876202957297096E+01  5.51152111453659809825E+00
 3.89968556939863972843E+01  1.24585456048646978644E+01
 2.87070851562937683354E+01  3.43391570139249147076E+00
 1.29015208978912898630E+01  2.28251281727932706644E+01
 2.00926426373728261865E+01  2.35227071896678552321E+01
 1.99216227959115741442E+01  1.97242083862138599670E+01
 4.17354107973105072915E+01  1.26843808879306205739E+01
 2.30047056644805429926E+01  5.85417408123768190364E+00
 1.41386413081648676382E+01  1.18951995219713140273E+01
 1.35154911478930834789E+01  2.73250630216578827003E+01
 1.48745029610110730545E+01  1.29188986877720974888E+01
 3.44301763800517734992E+00  1.98385276608164353718E+01
 1.44871574110372414168E+01  2.24057059268282365849E+01
 1.88260885020516184341E+01  9.66790337516702713572E+00
 3.21269577524259872803E+01  6.94220650991103838123E+00
